순번,발생 일시,발생 유형,현업 부서,단계,이슈 발생 보고,대응 결과
1074,2025-09-25,기획자료,소재바이오사업운영섹션,관심,"[한국경제] 글로벌 영토 넓혀가는 '진격의 K농업'…팜오일, 미래 식량·산업 궤도 바꾸다",https://www.hankyung.com/article/2025092457141
1075,2025-09-25,기자문의,지속가능경영그룹,주의,"1. 발생 일시 : 2025.09.15 16:00

2. 대응 단계 : ② 주의 단계

3. 발생 내용 : 비영리 환경 매체인 Mongabay Indonesia로부터 당사 주석 거래 관련 질의(지속가능경영그룹을 통해 공문 접수 및 공유)

4. 대응 : 지속가능경영그룹, 법무실, 이차전지광물그룹 등 유관부서 논의후 하기 답변으로 영문 Letter 발송(9.25)

Q1. 귀사는 2015년부터 2022년까지 특정 기간 동안 인도네시아의 불법 소규모 광산에서 채굴된 주석 사용 의혹에 대해 인지하고 있었습니까?
 - 상기 기간 동안, 당사는 공급업체의 RMAP(Responsible Minerals Assurance Process) 인증 보유 여부를 확인한 후, 해당 인증을 보유한 업체로부터만 주석을 조달하였습니다.

Q2. 귀사는 불법적이거나 비윤리적인 방식으로 조달된 원자재가 공급망에 포함되지 않도록 하기 위해 어떠한 조치를 시행하였으며, 또한 향후 어떠한 조치를 시행할 계획입니까?
 - 당사는 책임 있는 조달 관행을 확립하기 위해 지속적으로 다양한 조치를 시행해왔으며, 그 일환으로 고객사와의 책임광물 정책 협력, 공급업체의 책임광물 관리 지원 등을 추진해왔습니다.
 - 2023년에는 전사 차원의 광물 거래 관리 정책 체계를 마련하기 위해 「책임광물 관리 가이드라인(Responsible Mineral Management Guidelines)」을 제정하였습니다.",
1076,2025-09-26,보도자료,IR그룹,관심,"[메트로신문外] 포스코인터내셔널, 2025 한국IR대상 'Best IRO' 수상…""주주·기업 가치 향상 최선다할 것""",https://www.metroseoul.co.kr/article/20250926500183
1077,2025-09-26,기자문의,HR그룹,주의,[르데스크] [단독] 포스코 멕시코 공장서도 산재 발생…사고 노동자 손가락 절단,https://www.ledesk.co.kr/view.php?uid=14149&where_ke=a&keyw=%EB%A9%95%EC%8B%9C%EC%BD%94
1078,2025-09-29,기획자료,IR그룹,관심,"[더벨] 포스코인터, 수소 혼소발전 구상 '추진력' 확보",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202509261056592920103935
1079,2025-09-29,기사게재,,주의,"[뉴시스] '포스코인터 투자' 마헨게 광산 속도…50년간 공급 가능
당사 준비 중인 보도자료 건이 외부 기사 통해 먼저 게재 (별도 대응은 하지 않기로 함)",https://www.newsis.com/view/NISX20250929_0003348264
1080,2025-09-29,기사게재,공공프로젝트그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.29. 1100

2. 대응 단계: ① 관심 단계

3. 발생 내용: 더구루 오소영 기자
- 주요 내용: 
페루에서 장갑차 입찰 시작하는 거 보고 연락드렸어요.시위 진압 목적으로 56대 구매하는 거 같은데 아마 지난 4월에 똑같은 물량으로 구매를 추진했다가 지연된 후에 다시 시작하는 거 같고요. 오는 10월 6일까지 입찰자 모집하는데 인터도 참여 예정인지  

<내무부>
https://www.gob.pe/institucion/mininter/informes-publicaciones/7197615-contratacion-internacional-n-003-2025-in-ogaf
<외신>
https://www.infodefensa.com/texto-diario/mostrar/5444628/policia-nacional-peru-comprara-56-tanquetas-bajo-modalidad-estado-estado
 
4. 대응: 공공프로젝트그룹 최아람 차장 (김준표 리더)

지난주에 입찰서를 수취하였으며 아직 참가여부는 확인해봐야 하는 상황.",
1081,2025-09-29,보도자료,공공프로젝트그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.29. 1500

2. 대응 단계: ① 관심 단계

3. 발생 내용: 연합뉴스
- 주요 내용: 
대우 상표권 로열티 받나? 대우조선해양 대우조선해양건설 대우산업개발

4. 대응: 공공프로젝트그룹 이종무 리더
대조양은 현재 한화오션으로 바뀌어서 우리상표권과는 상관이없음. 

상호 사용은 브랜드사용료와는 상관이 없으며, 상표(대우오리발)은 우리회사한테 사용료를 내야함. 대우 이전계열사의 경우는 케이스바이케이스. 양사가 함께 상표권보유하는 경우도 있고 우리 단독인 경우도 있음.

",
1082,2025-09-29,기획자료,에너지정책그룹,관심,[조선일보] 한번에 전국 반나절치 천연가스 수송… 'LNG 전용선' 첫 도입,https://www.chosun.com/special/special_section/2025/09/29/R3FST36SCVEZ7FX6KMAJHCOYIY/
1083,2025-09-30,보도자료,선박연료사업그룹,관심,"[연합뉴스外] 포스코인터내셔널, 포스코플로우·여수광양항만공사와 LNG 벙커링 사업 본격화한다",https://www.yna.co.kr/view/AKR20250930027400003?input=1195m
1084,2025-09-30,기자문의,IR그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.09.30. 

2. 대응 단계: ① 관심 단계

3. 발생 내용: 블로터 김수민 기자 
- 주요 내용: 
일본 마케팅 포스코향 이관관련해서, 이 건으로 포트폴리오가 어떻게 다변화 될 수 있는가?
영업권 일부 양도' 이내용은 좀 어떤방식인지 설명이 가능할까요?

4. 대응: IR그룹

공시된 내용과 같이 '일본內 판매 채널 조정을 통한 사업 포트폴리오 다변화 및 강건화 도모'에 따른 결정인 바, 당사 일본무역법인에서 거래하던 일부의 철강 거래 중 성장성이 적고 Mill의 직접 관리가 필요한 제품의 판매기능을 이관한 것임
",https://www.yna.co.kr/view/AKR20250930027400003?input=1195m
1085,2025-10-02,보도자료,모터코아판매그룹,관심,"[연합뉴스外] 포스코인터, 폴란드 구동모터코어 공장 준공…""유럽시장 잡는다""",https://www.yna.co.kr/view/AKR20251002042900003?section=search
1086,2025-10-02,기자문의,모터코아판매그룹,관심,"<이슈 발생 보고>

1. 발생 일시: 2025.10.02. 1100

2. 대응 단계: ① 관심 단계

3. 발생 내용: 헤럴드경제 고은결 기
 2026년말~2027년초에 제네시스가 TMED-2 탑재한 하이브리드차가 나오는데 거기 들어가는 구동모터를 공급한다는 얘기를 들음.  사실 확인 요청

4. 대응: 모터코아판매그룹 이윤각리더
(언론사向회신)
현대차 제네시스에 들어가는 후륜 TMEDⅡ P2 구동모터코아를 지난 '25년 3월에 수주하였습니다. 

(추가로 질문 했을시)
기간은 '27년부터 '32년까지 

(현업 회신)
현대차 제네시스에 들어가는 후륜 TMEDⅡ P2 구동모터코아를 지난 '25년 3월에 수주하였습니다. '27년부터 '32년까지 사업기간 6년에 총 20만대 물량입니다. (물량은 Confidential) 양산시점은 '26년 하반기로 당겨질 것 같습니다. ",https://biz.heraldcorp.com/article/10588823?ref=naver
1087,2025-10-02,기자문의,모터코아판매그룹,관심,"[단독] 포스코인터, 현대차 ‘꿈의 하이브리드’에 구동모터코아 공급",https://biz.heraldcorp.com/article/10588823?ref=naver
1088,2025-10-10,보도자료,이차전지광물그룹,관심,"[연합뉴스外] 포스코인터내셔널, 매장량 세계 2위 탄자니아 마헨게 흑연 광산 개발 본격화",https://www.yna.co.kr/view/AKR20251010036600003?input=1195m
1089,2025-10-15,기획자료,포스코모빌리티솔루션,관심,"[국민일보] 포스코인터, 친환경차 핵심 부품 R&D센터 짓는다",https://www.kmib.co.kr/article/view.asp?arcid=1760434696&code=11151400&cp=nv
1090,2025-10-21,보도자료,자금그룹,관심,"[연합뉴스外] 포스코인터내셔널, JP모간 키넥시스와 MOU…블록체인 결제 도입",https://www.yna.co.kr/view/AKR20251021038600003?input=1195m
1091,2025-10-21,기획자료,Senex운영그룹,관심,"[뉴시스] 포스코인터 자회사, 호주서 10년간 천연가스 공급 계약",https://www.newsis.com/view/NISX20251021_0003371353
1092,2025-10-23,기자문의,열연수출1그룹,관심,"1. 발생 일시 : 2025.10.22 16:00

2. 대응 간계 : ① 관심 단계

3. 발생 내용 : 철강금속신문 이사무엘 기자
 - 브라질향 한국산 열연강판 수출 물량이  증가한 사유 
 - 회사에서 브라질 시장을 주요 시장으로 생각하고 확대할 계획이 있는지 여부 

4. 대응 : 열연수출1그룹 김정훈 대리 협의후 대응
 (브라질의 한국산 수입 증가 요인)
 - 브라질 CSN 고로 보수로 인한 수입산 비중이 늘어나고 있는 상황입니다.
 - 미국 관세 50%, 유럽 쿼터 축소 등으로 한국 Mill들의 판매 시장이 축소되고 있어, 중남미 포함 아프리카, 동남아 등으로 확대 중인 상황입니다.
 - 브라질의 중국산 A/D 조사에 대한 시장 우려도 어느 정도 있는 상황입니다.

 * 브라질 시장 관련, 당사에서 현재 판매 시장 다변화를 추진 중이고 브라질이 그 중 하나인 상황입니다. (동 국가만 특정해서 확대 중인 것은 아님)",
1093,2025-10-27,보도자료,IR그룹,관심,"[연합인포外] 포스코인터, 3Q 영업익 전망치 소폭 하회…믿는 구석 '에너지'",https://news.einfomax.co.kr/news/articleView.html?idxno=4380399
1094,2025-10-28,기획자료,IR그룹,관심,"[더벨] 포스코인터, '세넥스 증산 효과'로 3분기 방어",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510271516318640101764
1095,2025-10-29,보도자료,저탄소에너지사업그룹,관심,"[연합인포外] 포스코인터, 에퀴노르와 에너지믹스 전환 파트너십 강화",https://news.einfomax.co.kr/news/articleView.html?idxno=4380921
1096,2025-10-29,기자문의,IR그룹,관심,"1. 발생 일시 : 2025.10.29 15:00

2. 대응 간계 : ① 관심 단계

3. 발생 내용 : 블로터 김수민 기자

소재부문 전체 영업이익이 1142억원으로 전년 동기(1640억) 대비 크게 감소했는데,
자료에는 소재바이오에서 253억>195억 58억 감소 외에 세부 설명이 없습니다. 
철강, 소재바이오 외에 어떤 부문에서 좀 부진했는지 알수 있을까요?

 4. 대응: IR 유근석 팀장
전년에 관세 환급을 약450억 받았음(450억은 묻지 않으면 얘기해주지 않을 예정). 즉 전년동기가 관세 때문에 실적이 좋았던 것이고, 이번이 특히 안좋은 것은 아님. ",
1097,2025-10-30,기자문의,IR그룹,관심,"<이슈 발생 보고>
1. 발생 일시: 2025.10.30 11:30
2. 대응 단계: 1단계 (관심)
3. 발생 내용: 더벨, 임효진 기자 문의
  “3분기 IR 컨퍼런스콜에서 ‘북미 업스트림(가스전) 진출 적극 검토’ 언급 있었는데, 검토 배경과 이유가 무엇인지 확인 요청”

4. 유관 의견 (IR그룹 신철우 부장)
- 3분기 실적발표 컨퍼런스콜 중 당사 E&P(탐사생산) 전략과 연계된 중장기 방향성 언급된 것 맞음
- 이는 현재 운영 중인 미얀마 가스전 생산에 더해, 당사의 업스트림 경쟁력과 공급 안정성을 지속 제고하기 위한 차원임

5. 대응 방안 : 상기 논지로 기자에게 설명",
1098,2025-10-31,기자문의,사회공헌그룹,관심,"1. 발생 일시 : 2025.10.31 13:00

2. 대응 단계 : ① 관심 단계

3. 발생 내용 : 더구루 오소영 기자
포스코인터가 27일부터 30일까지 호주 무역 사절단 파견한 거 보고 연락드려요. 링크드인에 사진이랑 내용이 일부 나왔던데요. 1일차에 세미나 열고 2일차에 B2B 미팅 진행하고 3일차에 호주 패키징 설비 회사 팩서브 방문하신 거 같더라고요. 사절단은 어떤 배경으로 꾸려졌는지, 어떤 부서 분들이 포함되셨는지, B2B 미팅에서는 호주 어떤 업체들이 참여했고 어떤 논의가 이뤄졌는지 그리고 계약에 서명한 것으로 보이는 사진도 있는데 현지에서 계약 체결하신 게 있는 건지, 어떤 내용인지 궁금해서요

https://www.linkedin.com/posts/foley-%26-associates-pty-ltd_and-thats-a-wrap-on-the-2025-posco-international-activity-7389540862873038848--dbK?utm_source=share&utm_medium=member_desktop&rcm=ACoAADjesMgBvIFAluQewdYYfOKoiJO-7EkwOdI 

 4. 대응: 사회공헌그룹 김진완 대리
대·중소기업·농어업협력재단이 관리하는 '25년 「대·중소기업 동반진출 지원사업」에 당사가 과제를 신청하여 선정되어,  중소벤처기업부의 정부지원금과 당사가 출연한 상생협력기금을 활용하여 호주 시장개척단을 주관하였습니다.

'25년 「대·중소기업 동반진출 지원사업」 과제 참여기업 9개사 참여했고(8개는 현지에서, 1개는 온라인으로), 초청바이어는 25개사 입니다. 

당사는,
 · 현지 유관 기관∙협회∙투자사 등 관계자와의 네트워킹 지원
 · 시장조사 및 유망 바이어와의 1:1 맞춤형 매칭 상담 지원
 · 바이어 사업장 방문 실태조사 지원
을 을 지원하였습니다. ",https://www.theguru.co.kr/news/article.html?no=93676
1099,2025-11-06,기자문의,IR그룹,관심,"[EBN] 종합상사, 경기 둔화 속 ‘양호한 이익 창출’ 지속…""사업 다각화 관건""",https://www.ebn.co.kr/news/articleView.html?idxno=1685337
1100,2025-11-06,기자문의,노무후생그룹,관심,"1. 발생 일시 : 2025.11.6 13:00

2. 대응 간계 : ① 관심 단계

3. 발생 내용 : 매일경제 한지연 기자
 - 현재 정부여당에서 추진 중인 정년 연장과 관련해 기업 현황 조사 중 
 - 포스코인터내셔널에서 임금피크제 혹은 계속고용제(정년 이후 재고용/계약 연장 등) 등을 시행하고 있는지에 대한 확인 요청

4. 대응 : 노무후생그룹 마종환 리더 협의후 대응
 - 포스코인터내셔널은 현장 중심(전문기술직, 현장설비직 등)으로 기술노하우 전수/인력 양성 목적으로 정년이후 계약직으로 재고용을 하고 있습니다.",
1101,2025-11-07,기자문의,IR그룹,관심,"[리버티코리아] 포스코인터내셔널, 북미 LNG 사업 투자 확대 추진...밸류체인 강화·계열사 간 시너지 시동",https://www.lkp.news/news/articleView.html?idxno=71459
1102,2025-11-09,기자문의,에너지정책그룹,관심,"1. 발생 일시 : 2025.11.9 14:00

2. 대응 간계 : ① 관심 단계

3. 발생 내용 : 매일경제 박민기 기자
 - 금일 오후 발표되는 NDC 온실가스 배출 감축량이 업계 기대치보다 높을 것으로 예상
 - 포스코인터도 영향 있을 것으로 사료, 업계 관계자발 멘트 요청 

4. 대응 : 에너지정책그룹 왕희훈 리더 협의후 대응
 (회사의 대응 방향 중심으로 설명)
 - 포스코인터내셔널은 연료 혼소, 설비 강건화 및 배출저감 설비 도입 등 온실가스 감축활동을 통해 배출량을 감축하는 노력을 지속할 예정입니다.",
